"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PPP","TOT","NATUSD","A","1960",0.700946,
"AUS","PPP","TOT","NATUSD","A","1961",0.701324,
"AUS","PPP","TOT","NATUSD","A","1962",0.68799,
"AUS","PPP","TOT","NATUSD","A","1963",0.698321,
"AUS","PPP","TOT","NATUSD","A","1964",0.708346,
"AUS","PPP","TOT","NATUSD","A","1965",0.705945,
"AUS","PPP","TOT","NATUSD","A","1966",0.70894,
"AUS","PPP","TOT","NATUSD","A","1967",0.711321,
"AUS","PPP","TOT","NATUSD","A","1968",0.70353,
"AUS","PPP","TOT","NATUSD","A","1969",0.70688,
"AUS","PPP","TOT","NATUSD","A","1970",0.686037,
"AUS","PPP","TOT","NATUSD","A","1971",0.694715,
"AUS","PPP","TOT","NATUSD","A","1972",0.713834,
"AUS","PPP","TOT","NATUSD","A","1973",0.765748,
"AUS","PPP","TOT","NATUSD","A","1974",0.8257,
"AUS","PPP","TOT","NATUSD","A","1975",0.860821,
"AUS","PPP","TOT","NATUSD","A","1976",0.922783,
"AUS","PPP","TOT","NATUSD","A","1977",0.953008,
"AUS","PPP","TOT","NATUSD","A","1978",0.963085,
"AUS","PPP","TOT","NATUSD","A","1979",0.975888,
"AUS","PPP","TOT","NATUSD","A","1980",0.983053,
"AUS","PPP","TOT","NATUSD","A","1981",0.986677,
"AUS","PPP","TOT","NATUSD","A","1982",1.041494,
"AUS","PPP","TOT","NATUSD","A","1983",1.087682,
"AUS","PPP","TOT","NATUSD","A","1984",1.111634,
"AUS","PPP","TOT","NATUSD","A","1985",1.138866,
"AUS","PPP","TOT","NATUSD","A","1986",1.192512,
"AUS","PPP","TOT","NATUSD","A","1987",1.243406,
"AUS","PPP","TOT","NATUSD","A","1988",1.301244,
"AUS","PPP","TOT","NATUSD","A","1989",1.350266,
"AUS","PPP","TOT","NATUSD","A","1990",1.365074,
"AUS","PPP","TOT","NATUSD","A","1991",1.347968,
"AUS","PPP","TOT","NATUSD","A","1992",1.328112,
"AUS","PPP","TOT","NATUSD","A","1993",1.312347,
"AUS","PPP","TOT","NATUSD","A","1994",1.300571,
"AUS","PPP","TOT","NATUSD","A","1995",1.310418,
"AUS","PPP","TOT","NATUSD","A","1996",1.311735,
"AUS","PPP","TOT","NATUSD","A","1997",1.307666,
"AUS","PPP","TOT","NATUSD","A","1998",1.299857,
"AUS","PPP","TOT","NATUSD","A","1999",1.29695,
"AUS","PPP","TOT","NATUSD","A","2000",1.311512,
"AUS","PPP","TOT","NATUSD","A","2001",1.326073,
"AUS","PPP","TOT","NATUSD","A","2002",1.33649,
"AUS","PPP","TOT","NATUSD","A","2003",1.353236,
"AUS","PPP","TOT","NATUSD","A","2004",1.365806,
"AUS","PPP","TOT","NATUSD","A","2005",1.388356,
"AUS","PPP","TOT","NATUSD","A","2006",1.403522,
"AUS","PPP","TOT","NATUSD","A","2007",1.426868,
"AUS","PPP","TOT","NATUSD","A","2008",1.479073,
"AUS","PPP","TOT","NATUSD","A","2009",1.442545,
"AUS","PPP","TOT","NATUSD","A","2010",1.503317,
"AUS","PPP","TOT","NATUSD","A","2011",1.511052,
"AUS","PPP","TOT","NATUSD","A","2012",1.540115,
"AUS","PPP","TOT","NATUSD","A","2013",1.447123,
"AUS","PPP","TOT","NATUSD","A","2014",1.452489,
"AUS","PPP","TOT","NATUSD","A","2015",1.473691,
"AUS","PPP","TOT","NATUSD","A","2016",1.450156,
"AUS","PPP","TOT","NATUSD","A","2017",1.477553,
"AUS","PPP","TOT","NATUSD","A","2018",1.470403,
"AUS","PPP","TOT","NATUSD","A","2019",1.482686,
"AUS","PPP","TOT","NATUSD","A","2020",1.446009,
"AUS","PPP","TOT","NATUSD","A","2021",1.464075,
"AUT","PPP","TOT","NATUSD","A","1960",0.96508,
"AUT","PPP","TOT","NATUSD","A","1961",1.006974,
"AUT","PPP","TOT","NATUSD","A","1962",1.02202,
"AUT","PPP","TOT","NATUSD","A","1963",1.043092,
"AUT","PPP","TOT","NATUSD","A","1964",1.058072,
"AUT","PPP","TOT","NATUSD","A","1965",1.087932,
"AUT","PPP","TOT","NATUSD","A","1966",1.084075,
"AUT","PPP","TOT","NATUSD","A","1967",1.088047,
"AUT","PPP","TOT","NATUSD","A","1968",1.067039,
"AUT","PPP","TOT","NATUSD","A","1969",1.042291,
"AUT","PPP","TOT","NATUSD","A","1970",1.016424,
"AUT","PPP","TOT","NATUSD","A","1971",1.027424,
"AUT","PPP","TOT","NATUSD","A","1972",1.059699,
"AUT","PPP","TOT","NATUSD","A","1973",1.085508,
"AUT","PPP","TOT","NATUSD","A","1974",1.090505,
"AUT","PPP","TOT","NATUSD","A","1975",1.062495,
"AUT","PPP","TOT","NATUSD","A","1976",1.063734,
"AUT","PPP","TOT","NATUSD","A","1977",1.053572,
"AUT","PPP","TOT","NATUSD","A","1978",1.043327,
"AUT","PPP","TOT","NATUSD","A","1979",1.003036,
"AUT","PPP","TOT","NATUSD","A","1980",0.971276,
"AUT","PPP","TOT","NATUSD","A","1981",0.946915,
"AUT","PPP","TOT","NATUSD","A","1982",0.939575,
"AUT","PPP","TOT","NATUSD","A","1983",0.935561,
"AUT","PPP","TOT","NATUSD","A","1984",0.947679,
"AUT","PPP","TOT","NATUSD","A","1985",0.945847,
"AUT","PPP","TOT","NATUSD","A","1986",0.954536,
"AUT","PPP","TOT","NATUSD","A","1987",0.954201,
"AUT","PPP","TOT","NATUSD","A","1988",0.935762,
"AUT","PPP","TOT","NATUSD","A","1989",0.927158,
"AUT","PPP","TOT","NATUSD","A","1990",0.920512,
"AUT","PPP","TOT","NATUSD","A","1991",0.922828,
"AUT","PPP","TOT","NATUSD","A","1992",0.933657,
"AUT","PPP","TOT","NATUSD","A","1993",0.937184,
"AUT","PPP","TOT","NATUSD","A","1994",0.940758,
"AUT","PPP","TOT","NATUSD","A","1995",0.938151,
"AUT","PPP","TOT","NATUSD","A","1996",0.934074,
"AUT","PPP","TOT","NATUSD","A","1997",0.931504,
"AUT","PPP","TOT","NATUSD","A","1998",0.922763,
"AUT","PPP","TOT","NATUSD","A","1999",0.923906,
"AUT","PPP","TOT","NATUSD","A","2000",0.90762,
"AUT","PPP","TOT","NATUSD","A","2001",0.923168,
"AUT","PPP","TOT","NATUSD","A","2002",0.899797,
"AUT","PPP","TOT","NATUSD","A","2003",0.888168,
"AUT","PPP","TOT","NATUSD","A","2004",0.878078,
"AUT","PPP","TOT","NATUSD","A","2005",0.881939,
"AUT","PPP","TOT","NATUSD","A","2006",0.860024,
"AUT","PPP","TOT","NATUSD","A","2007",0.868179,
"AUT","PPP","TOT","NATUSD","A","2008",0.854424,
"AUT","PPP","TOT","NATUSD","A","2009",0.843731,
"AUT","PPP","TOT","NATUSD","A","2010",0.84219,
"AUT","PPP","TOT","NATUSD","A","2011",0.831374,
"AUT","PPP","TOT","NATUSD","A","2012",0.813648,
"AUT","PPP","TOT","NATUSD","A","2013",0.797081,
"AUT","PPP","TOT","NATUSD","A","2014",0.798797,
"AUT","PPP","TOT","NATUSD","A","2015",0.798813,
"AUT","PPP","TOT","NATUSD","A","2016",0.776931,
"AUT","PPP","TOT","NATUSD","A","2017",0.775009,
"AUT","PPP","TOT","NATUSD","A","2018",0.765403,
"AUT","PPP","TOT","NATUSD","A","2019",0.770813,
"AUT","PPP","TOT","NATUSD","A","2020",0.763921,
"AUT","PPP","TOT","NATUSD","A","2021",0.746324,
"BEL","PPP","TOT","NATUSD","A","1960",0.861825,
"BEL","PPP","TOT","NATUSD","A","1961",0.863464,
"BEL","PPP","TOT","NATUSD","A","1962",0.857953,
"BEL","PPP","TOT","NATUSD","A","1963",0.871225,
"BEL","PPP","TOT","NATUSD","A","1964",0.895709,
"BEL","PPP","TOT","NATUSD","A","1965",0.9168,
"BEL","PPP","TOT","NATUSD","A","1966",0.922523,
"BEL","PPP","TOT","NATUSD","A","1967",0.925407,
"BEL","PPP","TOT","NATUSD","A","1968",0.905811,
"BEL","PPP","TOT","NATUSD","A","1969",0.89597,
"BEL","PPP","TOT","NATUSD","A","1970",0.88772,
"BEL","PPP","TOT","NATUSD","A","1971",0.892159,
"BEL","PPP","TOT","NATUSD","A","1972",0.909566,
"BEL","PPP","TOT","NATUSD","A","1973",0.923261,
"BEL","PPP","TOT","NATUSD","A","1974",0.953443,
"BEL","PPP","TOT","NATUSD","A","1975",0.978715,
"BEL","PPP","TOT","NATUSD","A","1976",0.997935,
"BEL","PPP","TOT","NATUSD","A","1977",1.009817,
"BEL","PPP","TOT","NATUSD","A","1978",0.985188,
"BEL","PPP","TOT","NATUSD","A","1979",0.950698,
"BEL","PPP","TOT","NATUSD","A","1980",0.907608,
"BEL","PPP","TOT","NATUSD","A","1981",0.871764,
"BEL","PPP","TOT","NATUSD","A","1982",0.883194,
"BEL","PPP","TOT","NATUSD","A","1983",0.897609,
"BEL","PPP","TOT","NATUSD","A","1984",0.913472,
"BEL","PPP","TOT","NATUSD","A","1985",0.926447,
"BEL","PPP","TOT","NATUSD","A","1986",0.933557,
"BEL","PPP","TOT","NATUSD","A","1987",0.926372,
"BEL","PPP","TOT","NATUSD","A","1988",0.914216,
"BEL","PPP","TOT","NATUSD","A","1989",0.921933,
"BEL","PPP","TOT","NATUSD","A","1990",0.91366,
"BEL","PPP","TOT","NATUSD","A","1991",0.909195,
"BEL","PPP","TOT","NATUSD","A","1992",0.919379,
"BEL","PPP","TOT","NATUSD","A","1993",0.933954,
"BEL","PPP","TOT","NATUSD","A","1994",0.933578,
"BEL","PPP","TOT","NATUSD","A","1995",0.925567,
"BEL","PPP","TOT","NATUSD","A","1996",0.927866,
"BEL","PPP","TOT","NATUSD","A","1997",0.92748,
"BEL","PPP","TOT","NATUSD","A","1998",0.935599,
"BEL","PPP","TOT","NATUSD","A","1999",0.931348,
"BEL","PPP","TOT","NATUSD","A","2000",0.900114,
"BEL","PPP","TOT","NATUSD","A","2001",0.89263,
"BEL","PPP","TOT","NATUSD","A","2002",0.8733,
"BEL","PPP","TOT","NATUSD","A","2003",0.876113,
"BEL","PPP","TOT","NATUSD","A","2004",0.888326,
"BEL","PPP","TOT","NATUSD","A","2005",0.891788,
"BEL","PPP","TOT","NATUSD","A","2006",0.874269,
"BEL","PPP","TOT","NATUSD","A","2007",0.878973,
"BEL","PPP","TOT","NATUSD","A","2008",0.86694,
"BEL","PPP","TOT","NATUSD","A","2009",0.85011,
"BEL","PPP","TOT","NATUSD","A","2010",0.836572,
"BEL","PPP","TOT","NATUSD","A","2011",0.831911,
"BEL","PPP","TOT","NATUSD","A","2012",0.822137,
"BEL","PPP","TOT","NATUSD","A","2013",0.806166,
"BEL","PPP","TOT","NATUSD","A","2014",0.800214,
"BEL","PPP","TOT","NATUSD","A","2015",0.799998,
"BEL","PPP","TOT","NATUSD","A","2016",0.781011,
"BEL","PPP","TOT","NATUSD","A","2017",0.775634,
"BEL","PPP","TOT","NATUSD","A","2018",0.766407,
"BEL","PPP","TOT","NATUSD","A","2019",0.766896,
"BEL","PPP","TOT","NATUSD","A","2020",0.745495,
"BEL","PPP","TOT","NATUSD","A","2021",0.740837,
"CAN","PPP","TOT","NATUSD","A","1960",0.953324,
"CAN","PPP","TOT","NATUSD","A","1961",0.94867,
"CAN","PPP","TOT","NATUSD","A","1962",0.941626,
"CAN","PPP","TOT","NATUSD","A","1963",0.948107,
"CAN","PPP","TOT","NATUSD","A","1964",0.957314,
"CAN","PPP","TOT","NATUSD","A","1965",0.963874,
"CAN","PPP","TOT","NATUSD","A","1966",0.977764,
"CAN","PPP","TOT","NATUSD","A","1967",0.992304,
"CAN","PPP","TOT","NATUSD","A","1968",0.980698,
"CAN","PPP","TOT","NATUSD","A","1969",0.97448,
"CAN","PPP","TOT","NATUSD","A","1970",0.936749,
"CAN","PPP","TOT","NATUSD","A","1971",0.93598,
"CAN","PPP","TOT","NATUSD","A","1972",0.94941,
"CAN","PPP","TOT","NATUSD","A","1973",0.986757,
"CAN","PPP","TOT","NATUSD","A","1974",1.042692,
"CAN","PPP","TOT","NATUSD","A","1975",1.057832,
"CAN","PPP","TOT","NATUSD","A","1976",1.095707,
"CAN","PPP","TOT","NATUSD","A","1977",1.101754,
"CAN","PPP","TOT","NATUSD","A","1978",1.099507,
"CAN","PPP","TOT","NATUSD","A","1979",1.116939,
"CAN","PPP","TOT","NATUSD","A","1980",1.125443,
"CAN","PPP","TOT","NATUSD","A","1981",1.134059,
"CAN","PPP","TOT","NATUSD","A","1982",1.162604,
"CAN","PPP","TOT","NATUSD","A","1983",1.183495,
"CAN","PPP","TOT","NATUSD","A","1984",1.182673,
"CAN","PPP","TOT","NATUSD","A","1985",1.184693,
"CAN","PPP","TOT","NATUSD","A","1986",1.197407,
"CAN","PPP","TOT","NATUSD","A","1987",1.224491,
"CAN","PPP","TOT","NATUSD","A","1988",1.236476,
"CAN","PPP","TOT","NATUSD","A","1989",1.245778,
"CAN","PPP","TOT","NATUSD","A","1990",1.241556,
"CAN","PPP","TOT","NATUSD","A","1991",1.23759,
"CAN","PPP","TOT","NATUSD","A","1992",1.227694,
"CAN","PPP","TOT","NATUSD","A","1993",1.214689,
"CAN","PPP","TOT","NATUSD","A","1994",1.206599,
"CAN","PPP","TOT","NATUSD","A","1995",1.208429,
"CAN","PPP","TOT","NATUSD","A","1996",1.20741,
"CAN","PPP","TOT","NATUSD","A","1997",1.200565,
"CAN","PPP","TOT","NATUSD","A","1998",1.185044,
"CAN","PPP","TOT","NATUSD","A","1999",1.19081,
"CAN","PPP","TOT","NATUSD","A","2000",1.227599,
"CAN","PPP","TOT","NATUSD","A","2001",1.220464,
"CAN","PPP","TOT","NATUSD","A","2002",1.229333,
"CAN","PPP","TOT","NATUSD","A","2003",1.225714,
"CAN","PPP","TOT","NATUSD","A","2004",1.232662,
"CAN","PPP","TOT","NATUSD","A","2005",1.213644,
"CAN","PPP","TOT","NATUSD","A","2006",1.205365,
"CAN","PPP","TOT","NATUSD","A","2007",1.212099,
"CAN","PPP","TOT","NATUSD","A","2008",1.23439,
"CAN","PPP","TOT","NATUSD","A","2009",1.202244,
"CAN","PPP","TOT","NATUSD","A","2010",1.22182,
"CAN","PPP","TOT","NATUSD","A","2011",1.239904,
"CAN","PPP","TOT","NATUSD","A","2012",1.244607,
"CAN","PPP","TOT","NATUSD","A","2013",1.224,
"CAN","PPP","TOT","NATUSD","A","2014",1.230358,
"CAN","PPP","TOT","NATUSD","A","2015",1.248042,
"CAN","PPP","TOT","NATUSD","A","2016",1.207045,
"CAN","PPP","TOT","NATUSD","A","2017",1.212304,
"CAN","PPP","TOT","NATUSD","A","2018",1.206524,
"CAN","PPP","TOT","NATUSD","A","2019",1.246847,
"CAN","PPP","TOT","NATUSD","A","2020",1.245722,
"CAN","PPP","TOT","NATUSD","A","2021",1.286727,
"CZE","PPP","TOT","NATUSD","A","1990",5.563923,
"CZE","PPP","TOT","NATUSD","A","1991",7.329764,
"CZE","PPP","TOT","NATUSD","A","1992",8.052024,
"CZE","PPP","TOT","NATUSD","A","1993",9.518048,
"CZE","PPP","TOT","NATUSD","A","1994",10.469201,
"CZE","PPP","TOT","NATUSD","A","1995",11.158714,
"CZE","PPP","TOT","NATUSD","A","1996",12.075369,
"CZE","PPP","TOT","NATUSD","A","1997",12.903152,
"CZE","PPP","TOT","NATUSD","A","1998",13.987135,
"CZE","PPP","TOT","NATUSD","A","1999",14.22935,
"CZE","PPP","TOT","NATUSD","A","2000",14.332421,
"CZE","PPP","TOT","NATUSD","A","2001",14.326301,
"CZE","PPP","TOT","NATUSD","A","2002",14.458321,
"CZE","PPP","TOT","NATUSD","A","2003",14.176016,
"CZE","PPP","TOT","NATUSD","A","2004",14.426129,
"CZE","PPP","TOT","NATUSD","A","2005",14.562493,
"CZE","PPP","TOT","NATUSD","A","2006",14.414552,
"CZE","PPP","TOT","NATUSD","A","2007",14.258779,
"CZE","PPP","TOT","NATUSD","A","2008",13.916713,
"CZE","PPP","TOT","NATUSD","A","2009",13.638435,
"CZE","PPP","TOT","NATUSD","A","2010",13.672004,
"CZE","PPP","TOT","NATUSD","A","2011",13.345305,
"CZE","PPP","TOT","NATUSD","A","2012",13.297699,
"CZE","PPP","TOT","NATUSD","A","2013",12.785271,
"CZE","PPP","TOT","NATUSD","A","2014",12.70321,
"CZE","PPP","TOT","NATUSD","A","2015",12.93798,
"CZE","PPP","TOT","NATUSD","A","2016",12.576343,
"CZE","PPP","TOT","NATUSD","A","2017",12.424986,
"CZE","PPP","TOT","NATUSD","A","2018",12.371528,
"CZE","PPP","TOT","NATUSD","A","2019",12.663206,
"CZE","PPP","TOT","NATUSD","A","2020",12.793019,
"CZE","PPP","TOT","NATUSD","A","2021",12.888411,
"DNK","PPP","TOT","NATUSD","A","1960",3.941534,
"DNK","PPP","TOT","NATUSD","A","1961",4.071686,
"DNK","PPP","TOT","NATUSD","A","1962",4.244655,
"DNK","PPP","TOT","NATUSD","A","1963",4.424863,
"DNK","PPP","TOT","NATUSD","A","1964",4.547297,
"DNK","PPP","TOT","NATUSD","A","1965",4.752777,
"DNK","PPP","TOT","NATUSD","A","1966",4.957231,
"DNK","PPP","TOT","NATUSD","A","1967",5.110157,
"DNK","PPP","TOT","NATUSD","A","1968",5.208318,
"DNK","PPP","TOT","NATUSD","A","1969",5.28073,
"DNK","PPP","TOT","NATUSD","A","1970",6.107896,
"DNK","PPP","TOT","NATUSD","A","1971",6.246054,
"DNK","PPP","TOT","NATUSD","A","1972",6.562085,
"DNK","PPP","TOT","NATUSD","A","1973",6.881879,
"DNK","PPP","TOT","NATUSD","A","1974",7.151333,
"DNK","PPP","TOT","NATUSD","A","1975",7.419236,
"DNK","PPP","TOT","NATUSD","A","1976",7.691854,
"DNK","PPP","TOT","NATUSD","A","1977",7.88467,
"DNK","PPP","TOT","NATUSD","A","1978",8.026174,
"DNK","PPP","TOT","NATUSD","A","1979",7.935162,
"DNK","PPP","TOT","NATUSD","A","1980",7.918967,
"DNK","PPP","TOT","NATUSD","A","1981",8.008082,
"DNK","PPP","TOT","NATUSD","A","1982",8.307222,
"DNK","PPP","TOT","NATUSD","A","1983",8.584543,
"DNK","PPP","TOT","NATUSD","A","1984",8.779394,
"DNK","PPP","TOT","NATUSD","A","1985",8.875433,
"DNK","PPP","TOT","NATUSD","A","1986",8.90168,
"DNK","PPP","TOT","NATUSD","A","1987",9.099904,
"DNK","PPP","TOT","NATUSD","A","1988",9.136572,
"DNK","PPP","TOT","NATUSD","A","1989",9.228442,
"DNK","PPP","TOT","NATUSD","A","1990",9.126955,
"DNK","PPP","TOT","NATUSD","A","1991",9.063187,
"DNK","PPP","TOT","NATUSD","A","1992",9.007981,
"DNK","PPP","TOT","NATUSD","A","1993",8.850435,
"DNK","PPP","TOT","NATUSD","A","1994",8.801049,
"DNK","PPP","TOT","NATUSD","A","1995",8.730836,
"DNK","PPP","TOT","NATUSD","A","1996",8.709891,
"DNK","PPP","TOT","NATUSD","A","1997",8.699513,
"DNK","PPP","TOT","NATUSD","A","1998",8.661685,
"DNK","PPP","TOT","NATUSD","A","1999",8.752578,
"DNK","PPP","TOT","NATUSD","A","2000",8.671299,
"DNK","PPP","TOT","NATUSD","A","2001",8.694404,
"DNK","PPP","TOT","NATUSD","A","2002",8.561606,
"DNK","PPP","TOT","NATUSD","A","2003",8.647856,
"DNK","PPP","TOT","NATUSD","A","2004",8.459827,
"DNK","PPP","TOT","NATUSD","A","2005",8.569438,
"DNK","PPP","TOT","NATUSD","A","2006",8.287109,
"DNK","PPP","TOT","NATUSD","A","2007",8.162445,
"DNK","PPP","TOT","NATUSD","A","2008",7.944128,
"DNK","PPP","TOT","NATUSD","A","2009",7.731134,
"DNK","PPP","TOT","NATUSD","A","2010",7.590837,
"DNK","PPP","TOT","NATUSD","A","2011",7.466492,
"DNK","PPP","TOT","NATUSD","A","2012",7.564136,
"DNK","PPP","TOT","NATUSD","A","2013",7.354846,
"DNK","PPP","TOT","NATUSD","A","2014",7.328674,
"DNK","PPP","TOT","NATUSD","A","2015",7.305357,
"DNK","PPP","TOT","NATUSD","A","2016",7.079856,
"DNK","PPP","TOT","NATUSD","A","2017",6.871679,
"DNK","PPP","TOT","NATUSD","A","2018",6.765997,
"DNK","PPP","TOT","NATUSD","A","2019",6.791558,
"DNK","PPP","TOT","NATUSD","A","2020",6.632676,
"DNK","PPP","TOT","NATUSD","A","2021",6.468121,
"FIN","PPP","TOT","NATUSD","A","1960",0.381996,
"FIN","PPP","TOT","NATUSD","A","1961",0.398527,
"FIN","PPP","TOT","NATUSD","A","1962",0.405087,
"FIN","PPP","TOT","NATUSD","A","1963",0.419786,
"FIN","PPP","TOT","NATUSD","A","1964",0.441983,
"FIN","PPP","TOT","NATUSD","A","1965",0.451572,
"FIN","PPP","TOT","NATUSD","A","1966",0.456959,
"FIN","PPP","TOT","NATUSD","A","1967",0.476907,
"FIN","PPP","TOT","NATUSD","A","1968",0.509659,
"FIN","PPP","TOT","NATUSD","A","1969",0.504703,
"FIN","PPP","TOT","NATUSD","A","1970",0.515126,
"FIN","PPP","TOT","NATUSD","A","1971",0.526377,
"FIN","PPP","TOT","NATUSD","A","1972",0.546163,
"FIN","PPP","TOT","NATUSD","A","1973",0.589099,
"FIN","PPP","TOT","NATUSD","A","1974",0.659752,
"FIN","PPP","TOT","NATUSD","A","1975",0.685749,
"FIN","PPP","TOT","NATUSD","A","1976",0.735285,
"FIN","PPP","TOT","NATUSD","A","1977",0.757475,
"FIN","PPP","TOT","NATUSD","A","1978",0.76045,
"FIN","PPP","TOT","NATUSD","A","1979",0.760509,
"FIN","PPP","TOT","NATUSD","A","1980",0.764711,
"FIN","PPP","TOT","NATUSD","A","1981",0.779883,
"FIN","PPP","TOT","NATUSD","A","1982",0.800989,
"FIN","PPP","TOT","NATUSD","A","1983",0.83393,
"FIN","PPP","TOT","NATUSD","A","1984",0.872844,
"FIN","PPP","TOT","NATUSD","A","1985",0.890224,
"FIN","PPP","TOT","NATUSD","A","1986",0.914102,
"FIN","PPP","TOT","NATUSD","A","1987",0.930259,
"FIN","PPP","TOT","NATUSD","A","1988",0.967601,
"FIN","PPP","TOT","NATUSD","A","1989",0.991901,
"FIN","PPP","TOT","NATUSD","A","1990",1.005784,
"FIN","PPP","TOT","NATUSD","A","1991",0.987591,
"FIN","PPP","TOT","NATUSD","A","1992",0.974159,
"FIN","PPP","TOT","NATUSD","A","1993",0.968407,
"FIN","PPP","TOT","NATUSD","A","1994",0.965657,
"FIN","PPP","TOT","NATUSD","A","1995",0.985559,
"FIN","PPP","TOT","NATUSD","A","1996",0.991931,
"FIN","PPP","TOT","NATUSD","A","1997",0.989171,
"FIN","PPP","TOT","NATUSD","A","1998",0.991525,
"FIN","PPP","TOT","NATUSD","A","1999",0.992037,
"FIN","PPP","TOT","NATUSD","A","2000",0.984123,
"FIN","PPP","TOT","NATUSD","A","2001",1.002939,
"FIN","PPP","TOT","NATUSD","A","2002",0.998133,
"FIN","PPP","TOT","NATUSD","A","2003",1.002002,
"FIN","PPP","TOT","NATUSD","A","2004",0.973211,
"FIN","PPP","TOT","NATUSD","A","2005",0.979424,
"FIN","PPP","TOT","NATUSD","A","2006",0.952864,
"FIN","PPP","TOT","NATUSD","A","2007",0.934816,
"FIN","PPP","TOT","NATUSD","A","2008",0.912125,
"FIN","PPP","TOT","NATUSD","A","2009",0.896502,
"FIN","PPP","TOT","NATUSD","A","2010",0.900476,
"FIN","PPP","TOT","NATUSD","A","2011",0.898068,
"FIN","PPP","TOT","NATUSD","A","2012",0.908495,
"FIN","PPP","TOT","NATUSD","A","2013",0.905357,
"FIN","PPP","TOT","NATUSD","A","2014",0.90721,
"FIN","PPP","TOT","NATUSD","A","2015",0.907748,
"FIN","PPP","TOT","NATUSD","A","2016",0.880895,
"FIN","PPP","TOT","NATUSD","A","2017",0.863657,
"FIN","PPP","TOT","NATUSD","A","2018",0.853746,
"FIN","PPP","TOT","NATUSD","A","2019",0.863225,
"FIN","PPP","TOT","NATUSD","A","2020",0.844975,
"FIN","PPP","TOT","NATUSD","A","2021",0.834454,
"FRA","PPP","TOT","NATUSD","A","1960",0.555651,
"FRA","PPP","TOT","NATUSD","A","1961",0.568996,
"FRA","PPP","TOT","NATUSD","A","1962",0.58225,
"FRA","PPP","TOT","NATUSD","A","1963",0.610652,
"FRA","PPP","TOT","NATUSD","A","1964",0.624771,
"FRA","PPP","TOT","NATUSD","A","1965",0.624415,
"FRA","PPP","TOT","NATUSD","A","1966",0.620819,
"FRA","PPP","TOT","NATUSD","A","1967",0.622692,
"FRA","PPP","TOT","NATUSD","A","1968",0.619051,
"FRA","PPP","TOT","NATUSD","A","1969",0.62729,
"FRA","PPP","TOT","NATUSD","A","1970",0.655507,
"FRA","PPP","TOT","NATUSD","A","1971",0.660693,
"FRA","PPP","TOT","NATUSD","A","1972",0.676413,
"FRA","PPP","TOT","NATUSD","A","1973",0.691674,
"FRA","PPP","TOT","NATUSD","A","1974",0.709656,
"FRA","PPP","TOT","NATUSD","A","1975",0.738823,
"FRA","PPP","TOT","NATUSD","A","1976",0.775559,
"FRA","PPP","TOT","NATUSD","A","1977",0.794265,
"FRA","PPP","TOT","NATUSD","A","1978",0.810926,
"FRA","PPP","TOT","NATUSD","A","1979",0.826005,
"FRA","PPP","TOT","NATUSD","A","1980",0.84611,
"FRA","PPP","TOT","NATUSD","A","1981",0.863346,
"FRA","PPP","TOT","NATUSD","A","1982",0.911453,
"FRA","PPP","TOT","NATUSD","A","1983",0.961742,
"FRA","PPP","TOT","NATUSD","A","1984",0.993858,
"FRA","PPP","TOT","NATUSD","A","1985",1.015932,
"FRA","PPP","TOT","NATUSD","A","1986",1.04622,
"FRA","PPP","TOT","NATUSD","A","1987",1.046047,
"FRA","PPP","TOT","NATUSD","A","1988",1.042672,
"FRA","PPP","TOT","NATUSD","A","1989",1.0363,
"FRA","PPP","TOT","NATUSD","A","1990",1.02545,
"FRA","PPP","TOT","NATUSD","A","1991",1.017171,
"FRA","PPP","TOT","NATUSD","A","1992",1.014069,
"FRA","PPP","TOT","NATUSD","A","1993",1.006671,
"FRA","PPP","TOT","NATUSD","A","1994",0.99474,
"FRA","PPP","TOT","NATUSD","A","1995",0.985268,
"FRA","PPP","TOT","NATUSD","A","1996",0.981476,
"FRA","PPP","TOT","NATUSD","A","1997",0.969213,
"FRA","PPP","TOT","NATUSD","A","1998",0.961575,
"FRA","PPP","TOT","NATUSD","A","1999",0.952721,
"FRA","PPP","TOT","NATUSD","A","2000",0.930369,
"FRA","PPP","TOT","NATUSD","A","2001",0.911948,
"FRA","PPP","TOT","NATUSD","A","2002",0.900678,
"FRA","PPP","TOT","NATUSD","A","2003",0.929893,
"FRA","PPP","TOT","NATUSD","A","2004",0.935127,
"FRA","PPP","TOT","NATUSD","A","2005",0.916458,
"FRA","PPP","TOT","NATUSD","A","2006",0.894688,
"FRA","PPP","TOT","NATUSD","A","2007",0.888771,
"FRA","PPP","TOT","NATUSD","A","2008",0.881874,
"FRA","PPP","TOT","NATUSD","A","2009",0.862966,
"FRA","PPP","TOT","NATUSD","A","2010",0.854632,
"FRA","PPP","TOT","NATUSD","A","2011",0.841361,
"FRA","PPP","TOT","NATUSD","A","2012",0.844301,
"FRA","PPP","TOT","NATUSD","A","2013",0.811643,
"FRA","PPP","TOT","NATUSD","A","2014",0.807565,
"FRA","PPP","TOT","NATUSD","A","2015",0.808694,
"FRA","PPP","TOT","NATUSD","A","2016",0.780044,
"FRA","PPP","TOT","NATUSD","A","2017",0.770109,
"FRA","PPP","TOT","NATUSD","A","2018",0.756166,
"FRA","PPP","TOT","NATUSD","A","2019",0.738663,
"FRA","PPP","TOT","NATUSD","A","2020",0.727312,
